,0
0,0.680569608951848
1,0.6491577882268913
2,0.7260579727397178
3,0.7041396345455628
4,0.6633087316231177
5,0.7214005118742932
6,0.6382209392298077
7,0.7009999404797334
8,0.7057466817451342
9,0.6663442652223082
