,0
0,0.7062015503875969
1,0.5551401869158878
2,0.5527131782945737
3,0.6043613707165109
4,0.5224806201550387
5,0.6825545171339564
6,0.7294573643410853
7,0.7749221183800623
8,0.6170542635658915
9,0.6345794392523365
