,0
0,0.7511627906976744
1,0.5819314641744547
2,0.7418604651162791
3,0.5953271028037384
4,0.5286821705426357
5,0.6286604361370716
6,0.5573643410852713
7,0.6579439252336448
8,0.5573643410852713
9,0.6006230529595015
