,0
0,0.7511627906976744
1,0.5275700934579439
2,0.7418604651162791
3,0.8176012461059191
4,0.6108527131782946
5,0.6292834890965732
6,0.52015503875969
7,0.6485981308411215
8,0.5635658914728683
9,0.6702492211838007
