,0
0,0.7873638473900363
1,0.6491577882268912
2,0.7888816141896317
3,0.7135438366763884
4,0.7230521992738528
5,0.7150616034759836
6,0.6712546872209987
7,0.7449854175346705
8,0.7026069876793049
9,0.8392357597762037
