,0
0,0.52015503875969
1,0.5216510903426791
2,0.5682170542635658
3,0.5883177570093459
4,0.5100775193798449
5,0.585981308411215
6,0.5015503875968992
7,0.5269470404984423
8,0.5550387596899224
9,0.5649532710280374
