,0
0,0.8301886792452831
1,0.4056603773584906
2,0.8773584905660378
3,0.6037735849056604
4,0.5566037735849056
5,0.6698113207547169
6,0.3867924528301887
7,0.5566037735849056
8,0.5754716981132075
9,0.8679245283018868
