,0
0,0.5513513513513514
1,0.5657894736842105
2,0.5051020408163265
3,0.5390070921985816
4,0.6039603960396039
5,0.4715909090909091
6,0.7380952380952381
7,0.5565217391304348
8,0.556390977443609
9,0.5434782608695652
