,0
0,0.2222222222222222
1,0.08823529411764706
2,0.06
3,0.15517241379310345
4,0.11764705882352941
5,0.16279069767441862
6,0.19047619047619047
7,0.22727272727272727
8,0.18
9,0.13333333333333333
