,0
0,0.7357957249381171
1,0.48913427241259444
2,0.7281706929968652
3,0.44511890672211996
4,0.2569951587635591
5,0.5139790412348157
6,0.361735695195117
7,0.6052727816339637
8,0.361735695195117
9,0.4992205762993178
