,0
0,0.3
1,0.08823529411764706
2,0.2647058823529412
3,0.34375
4,0.1724137931034483
5,0.6666666666666666
6,0.3333333333333333
7,0.21428571428571427
8,0.3333333333333333
9,0.20588235294117646
