,0
0,0.6775193798449612
1,0.5598130841121495
2,0.4906976744186046
3,0.6043613707165109
4,0.5953488372093022
5,0.7012461059190029
6,0.7294573643410852
7,0.6035825545171339
8,0.627906976744186
9,0.593613707165109
