,0
0,0.6320754716981132
1,0.41509433962264153
2,0.5943396226415094
3,0.5943396226415094
4,0.4811320754716981
5,0.6037735849056604
6,0.6037735849056604
7,0.6698113207547169
8,0.5566037735849056
9,0.6415094339622641
